,0,1,2,3,4,label
1196,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",311
1197,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
1198,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1947, 60]","[0, 52, 119]",311
1199,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 118]","[1, 52, 119]",311
1200,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 629, 64]","[0, 52, 127]",320
1201,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
1202,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 126]",320
1203,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 629, 63]","[0, 52, 126]",320
1204,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 629, 71]","[0, 52, 143]",320
1205,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 629, 72]","[0, 52, 144]",320
1206,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 629, 65]","[0, 52, 129]",320
1207,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 64]","[0, 52, 127]",320
1208,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 127]",320
1209,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 661, 71]","[0, 52, 142]",320
1210,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 111]",320
1211,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 661, 55]","[0, 52, 110]",320
1212,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 127]",320
1213,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 661, 62]","[0, 52, 125]",320
1214,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]",320
1215,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 629, 72]","[0, 52, 144]",320
1216,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 126]",320
1217,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 128]",320
1218,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 127]",320
1219,"[1, 60, 0]","[0, 60, 67]","[1, 52, 67]","[1, 629, 67]","[0, 52, 132]",320
1220,"[1, 270, 0]","[1, 91, 1]","[0, 52, 6]","[0, 91, 6]","[1, 52, 6]",320
1221,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 900, 38]","[0, 52, 76]",320
1222,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 39]","[0, 52, 76]",320
1223,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1224,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1225,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1226,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1227,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1228,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1229,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1230,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 40]","[0, 52, 78]",320
1231,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1232,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1233,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1234,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 38]","[0, 52, 76]",320
1235,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1236,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1237,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1238,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1239,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1240,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 38]","[0, 52, 77]",320
1241,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1242,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1243,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1244,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1245,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1246,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1247,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1248,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1249,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1250,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1251,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1252,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 38]","[0, 52, 76]",320
1253,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1254,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1255,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1256,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1257,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1258,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 79]",320
1259,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1260,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1261,"[1, 60, 0]","[0, 60, 39]","[1, 52, 39]","[1, 569, 40]","[0, 52, 78]",320
1262,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1263,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1264,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1265,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1266,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1267,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1268,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 40]","[0, 52, 77]",320
1269,"[0, 52, 0]","[0, 2373, 3]","[1, 52, 4]","[1, 116, 27]","[1, 144, 28]",320
1270,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1271,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1272,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1273,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1274,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1275,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1276,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1277,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1278,"[1, 60, 0]","[0, 60, 40]","[1, 52, 40]","[1, 569, 41]","[0, 52, 79]",320
1279,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1280,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1281,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1282,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1283,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1284,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1285,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1286,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1287,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1288,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1289,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1290,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1291,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1292,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1293,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1294,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 38]","[0, 52, 75]",320
1295,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1296,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1297,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1298,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1299,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1300,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1301,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 40]","[0, 52, 79]",320
1302,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 38]","[0, 52, 76]",320
1303,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1304,"[1, 60, 0]","[0, 60, 39]","[1, 52, 39]","[1, 569, 40]","[0, 52, 78]",320
1305,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1306,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 569, 38]","[0, 52, 76]",320
1307,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 40]","[0, 52, 77]",320
1308,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1309,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1310,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1311,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1312,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1313,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 814, 38]","[0, 52, 76]",320
1314,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1315,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 38]","[0, 52, 76]",320
1316,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1317,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1318,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 39]","[0, 52, 77]",320
1319,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 569, 39]","[0, 52, 76]",320
1320,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 569, 40]","[0, 52, 77]",320
1321,"[1, 105, 0]","[0, 133, 23]","[0, 3212, 23]","[1, 52, 23]","[1, 52, 23]",320
1322,"[1, 270, 0]","[1, 91, 0]","[0, 52, 5]","[0, 91, 5]","[1, 52, 5]",320
1323,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 804, 59]","[0, 52, 131]",320
1324,"[1, 105, 0]","[0, 133, 76]","[0, 1443, 76]","[0, 1876, 76]","[0, 83, 76]",320
1325,"[1, 105, 0]","[1, 91, 35]","[0, 52, 102]","[0, 91, 102]","[0, 133, 115]",320
1326,"[1, 105, 0]","[1, 91, 6]","[0, 133, 83]","[1, 52, 83]","[0, 3213, 84]",320
1327,"[1, 105, 0]","[1, 91, 0]","[0, 52, 55]","[0, 52, 56]","[0, 91, 56]",320
1328,"[1, 270, 0]","[0, 52, 56]","[0, 208, 73]","[1, 52, 73]","[0, 1443, 73]",320
1329,"[1, 105, 0]","[0, 133, 91]","[1, 52, 91]","[0, 1443, 92]","[0, 1443, 92]",320
1330,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]",320
1331,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 59]","[0, 52, 117]",320
1332,"[1, 60, 0]","[1, 52, 59]","[1, 597, 59]","[1, 52, 133]","[1, 116, 136]",320
1333,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 629, 55]","[0, 52, 109]",320
1334,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
1335,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 111]",320
1336,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 597, 59]","[0, 52, 117]",320
1337,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
1338,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 661, 57]","[0, 52, 114]",320
1339,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 570, 59]","[0, 52, 118]",320
1340,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 111]",320
1341,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
1342,"[1, 60, 0]","[1, 52, 57]","[1, 597, 57]","[1, 52, 118]","[1, 52, 118]",320
1343,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]",320
1344,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 57]","[0, 52, 112]",320
1345,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 570, 56]","[0, 52, 111]",320
1346,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
1347,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 59]","[0, 52, 117]",320
1348,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 58]","[0, 52, 116]",320
1349,"[1, 60, 0]","[1, 52, 60]","[1, 570, 60]","[1, 52, 127]","[1, 52, 127]",320
1350,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
1351,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 57]","[0, 52, 113]",320
1352,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
1353,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 597, 60]","[0, 52, 119]",320
1354,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]",320
1355,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]",320
1356,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 661, 57]","[0, 52, 114]",320
1357,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 111]",320
1358,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
1359,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 661, 60]","[0, 52, 119]",320
1360,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
1361,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]",320
1362,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 629, 60]","[0, 52, 119]",320
1363,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]",320
1364,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 56]","[0, 52, 111]",320
1365,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 60]","[0, 52, 119]",320
1366,"[1, 60, 0]","[1, 52, 57]","[1, 661, 58]","[1, 52, 118]","[1, 52, 118]",320
1367,"[1, 60, 0]","[0, 60, 54]","[1, 52, 55]","[1, 629, 55]","[0, 52, 109]",320
1368,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]",320
1369,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 56]","[0, 52, 111]",320
1370,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]",320
1371,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 661, 59]","[0, 52, 116]",320
1372,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 661, 55]","[0, 52, 109]",320
1373,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 570, 60]","[0, 52, 119]",320
1374,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]",320
1375,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
1376,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 113]",320
1377,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 570, 55]","[0, 52, 110]",320
1378,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 59]","[0, 52, 117]",320
1379,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]",320
1380,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 661, 57]","[0, 52, 112]",320
1381,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 629, 57]","[0, 52, 114]",320
1382,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 597, 55]","[0, 52, 109]",320
1383,"[1, 60, 0]","[0, 60, 55]","[1, 52, 56]","[1, 661, 56]","[0, 52, 111]",320
1384,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 661, 56]","[0, 52, 112]",320
1385,"[1, 60, 0]","[1, 52, 57]","[1, 570, 57]","[1, 52, 132]","[1, 116, 135]",320
1386,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]",320
1387,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 60]","[0, 52, 119]",320
1388,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 661, 60]","[0, 52, 119]",320
1389,"[1, 60, 0]","[1, 52, 57]","[1, 629, 57]","[1, 52, 121]","[1, 116, 125]",320
1390,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 629, 57]","[0, 52, 114]",320
1391,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 597, 55]","[0, 52, 109]",320
1392,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]",320
1393,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 114]",320
1394,"[1, 60, 0]","[1, 52, 56]","[1, 661, 56]","[1, 52, 129]","[1, 116, 135]",320
1395,"[1, 60, 0]","[1, 52, 58]","[1, 597, 58]","[1, 52, 133]","[1, 116, 134]",320
1396,"[1, 60, 0]","[1, 52, 56]","[1, 597, 56]","[1, 52, 116]","[1, 116, 130]",320
1397,"[1, 60, 0]","[1, 52, 57]","[1, 570, 58]","[1, 52, 120]","[1, 52, 120]",320
1398,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 661, 60]","[0, 52, 119]",320
1399,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]",320
1400,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 56]","[0, 52, 111]",321
1401,"[1, 60, 0]","[0, 60, 73]","[1, 52, 73]","[1, 1819, 73]","[0, 52, 147]",321
1402,"[1, 60, 0]","[0, 60, 70]","[1, 52, 71]","[1, 1819, 71]","[0, 52, 141]",321
1403,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1876, 73]","[0, 52, 146]",321
1404,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 1876, 72]","[0, 52, 144]",321
1405,"[1, 60, 0]","[0, 60, 63]","[1, 52, 64]","[1, 1883, 64]","[0, 52, 127]",321
1406,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1851, 65]","[0, 52, 128]",321
1407,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1787, 64]","[0, 52, 128]",321
1408,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",321
1409,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",321
1410,"[1, 60, 0]","[0, 60, 70]","[1, 52, 70]","[1, 1787, 70]","[0, 52, 141]",321
1411,"[1, 60, 0]","[0, 60, 75]","[1, 52, 75]","[1, 1883, 75]","[0, 52, 148]",321
1412,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1883, 72]","[0, 52, 146]",321
1413,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 65]","[0, 52, 128]",321
1414,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",321
1415,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1819, 64]","[0, 52, 129]",321
1416,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1851, 65]","[0, 52, 128]",321
1417,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 57]","[0, 52, 113]",321
1418,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1876, 66]","[0, 52, 130]",321
1419,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1819, 57]","[0, 52, 114]",321
1420,"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 2026, 5]","[0, 52, 11]",321
1421,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 41]","[0, 52, 79]",321
1422,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 38]","[0, 52, 76]",321
1423,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 2036, 38]","[0, 52, 76]",321
1424,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 77]",321
1425,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 77]",321
1426,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 77]",321
1427,"[1, 60, 0]","[0, 60, 37]","[1, 52, 38]","[1, 1780, 38]","[0, 52, 76]",321
1428,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 76]",321
1429,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 41]","[0, 52, 78]",321
1430,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 38]","[0, 52, 78]",321
1431,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 76]",321
1432,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 1780, 38]","[0, 52, 75]",321
1433,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 41]","[0, 52, 79]",321
1434,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 2036, 38]","[0, 52, 76]",321
1435,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 1780, 38]","[0, 52, 76]",321
1436,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 38]","[0, 52, 76]",321
1437,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 76]",321
1438,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 77]",321
1439,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 38]","[0, 52, 76]",321
1440,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 40]","[0, 52, 78]",321
1441,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 39]","[0, 52, 76]",321
1442,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 40]","[0, 52, 77]",321
1443,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 1780, 38]","[0, 52, 76]",321
