,0,1,2,3,4,label
620,"[1, 133, 0]","[1, 1571, 0]","[1, 145, 2]","[0, 20, 87]","[0, 20, 90]",221
621,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 42]","[1, 471, 42]",221
622,"[1, 52, 0]","[0, 52, 40]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
623,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
624,"[1, 52, 0]","[0, 52, 44]","[1, 40, 44]","[1, 1440, 45]","[1, 368, 45]",221
625,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
626,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
627,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
628,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
629,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
630,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
631,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
632,"[1, 52, 0]","[0, 52, 40]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
633,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
634,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
635,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
636,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
637,"[1, 52, 0]","[0, 52, 40]","[1, 40, 40]","[1, 1440, 41]","[1, 368, 41]",221
638,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
639,"[1, 52, 0]","[0, 52, 47]","[1, 40, 48]","[1, 1440, 48]","[1, 368, 48]",221
640,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
641,"[1, 52, 0]","[0, 52, 43]","[1, 40, 44]","[1, 1440, 44]","[1, 368, 44]",221
642,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
643,"[1, 52, 0]","[0, 52, 42]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
644,"[1, 52, 0]","[0, 52, 43]","[1, 40, 44]","[1, 1440, 44]","[1, 368, 44]",221
645,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
646,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
647,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
648,"[1, 52, 0]","[0, 52, 45]","[1, 40, 46]","[1, 1440, 46]","[1, 368, 46]",221
649,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
650,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
651,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
652,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
653,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
654,"[1, 52, 0]","[0, 52, 44]","[1, 40, 44]","[1, 1440, 45]","[1, 368, 45]",221
655,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
656,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
657,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
658,"[1, 52, 0]","[0, 52, 56]","[1, 40, 56]","[1, 1440, 57]","[1, 368, 57]",221
659,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
660,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
661,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
662,"[1, 52, 0]","[0, 52, 44]","[1, 40, 44]","[1, 1440, 45]","[1, 368, 45]",221
663,"[1, 52, 0]","[0, 52, 44]","[1, 40, 44]","[1, 1440, 45]","[1, 471, 45]",221
664,"[1, 52, 0]","[0, 52, 40]","[1, 40, 40]","[1, 1440, 41]","[1, 368, 41]",221
665,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
666,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
667,"[1, 52, 0]","[0, 52, 40]","[1, 40, 40]","[1, 1440, 40]","[1, 368, 40]",221
668,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
669,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
670,"[1, 52, 0]","[0, 52, 44]","[1, 40, 44]","[1, 1440, 45]","[1, 368, 45]",221
671,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
672,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
673,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
674,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
675,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
676,"[1, 52, 0]","[0, 52, 44]","[1, 40, 44]","[1, 1440, 44]","[1, 368, 44]",221
677,"[1, 52, 0]","[0, 52, 40]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
678,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
679,"[1, 52, 0]","[0, 52, 44]","[1, 40, 45]","[1, 1440, 45]","[1, 368, 45]",221
680,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
681,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
682,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
683,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
684,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
685,"[1, 52, 0]","[0, 52, 43]","[1, 40, 44]","[1, 1440, 44]","[1, 368, 44]",221
686,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
687,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
688,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
689,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
690,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
691,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
692,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 44]","[1, 368, 44]",221
693,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
694,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
695,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
696,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
697,"[1, 52, 0]","[0, 52, 48]","[1, 40, 48]","[1, 1440, 49]","[1, 368, 49]",221
698,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
699,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
700,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
701,"[1, 52, 0]","[0, 52, 42]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
702,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
703,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
704,"[1, 52, 0]","[0, 52, 42]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
705,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
706,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
707,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
708,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
709,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 44]","[1, 368, 44]",221
710,"[1, 52, 0]","[0, 52, 45]","[1, 40, 46]","[1, 1440, 47]","[1, 368, 47]",221
711,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
712,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
713,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
714,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
715,"[1, 52, 0]","[0, 52, 40]","[1, 40, 41]","[1, 1440, 41]","[1, 368, 41]",221
716,"[1, 52, 0]","[0, 52, 41]","[1, 40, 41]","[1, 1440, 42]","[1, 368, 42]",221
717,"[1, 52, 0]","[0, 52, 43]","[1, 40, 43]","[1, 1440, 44]","[1, 368, 44]",221
718,"[1, 52, 0]","[0, 52, 42]","[1, 40, 43]","[1, 1440, 43]","[1, 368, 43]",221
719,"[1, 52, 0]","[0, 52, 41]","[1, 40, 42]","[1, 1440, 42]","[1, 368, 42]",221
720,"[1, 52, 0]","[0, 52, 42]","[1, 40, 42]","[1, 1440, 43]","[1, 368, 43]",221
721,"[1, 20, 0]","[1, 101, 11]","[1, 1380, 12]","[1, 274, 12]","[1, 51, 12]",221
722,"[1, 1380, 0]","[0, 32, 175]","[0, 20, 175]","[0, 1380, 175]","[0, 1380, 175]",221
723,"[1, 140, 0]","[1, 171, 64]","[0, 20, 151]","[0, 182, 151]","[0, 352, 151]",221
724,"[1, 192, 0]","[1, 1380, 0]","[1, 51, 0]","[1, 1380, 0]","[1, 567, 0]",221
725,"[1, 182, 0]","[1, 353, 0]","[1, 51, 0]","[1, 20, 0]","[0, 20, 0]",221
726,"[0, 40, 0]","[1, 160, 62]","[1, 153, 90]","[1, 165, 91]","[0, 40, 117]",221
727,"[0, 40, 0]","[1, 160, 64]","[1, 153, 90]","[1, 165, 91]","[0, 40, 118]",221
728,"[0, 40, 0]","[1, 160, 96]","[1, 153, 123]","[1, 165, 125]","[0, 40, 151]",221
729,"[0, 40, 0]","[1, 160, 99]","[1, 153, 129]","[1, 165, 130]","[0, 40, 153]",221
730,"[0, 40, 0]","[1, 160, 68]","[1, 153, 93]","[1, 165, 93]","[0, 40, 123]",221
731,"[0, 40, 0]","[1, 160, 39]","[1, 153, 68]","[1, 165, 68]","[0, 40, 103]",221
732,"[0, 40, 0]","[1, 160, 67]","[1, 153, 94]","[1, 165, 95]","[0, 40, 121]",221
733,"[0, 40, 0]","[1, 160, 63]","[1, 153, 91]","[1, 165, 93]","[0, 40, 118]",221
734,"[0, 40, 0]","[1, 160, 54]","[1, 153, 82]","[1, 165, 83]","[0, 40, 117]",221
735,"[0, 40, 0]","[1, 160, 40]","[1, 153, 64]","[1, 165, 65]","[0, 40, 103]",221
736,"[0, 40, 0]","[1, 160, 30]","[1, 153, 58]","[1, 165, 59]","[0, 40, 93]",221
737,"[1, 40, 0]","[0, 40, 38]","[1, 160, 97]","[1, 153, 126]","[1, 165, 127]",221
738,"[0, 40, 0]","[1, 160, 38]","[1, 153, 64]","[1, 165, 64]","[0, 40, 100]",221
739,"[0, 40, 0]","[1, 160, 112]","[1, 153, 141]","[1, 165, 141]","[0, 40, 168]",221
740,"[0, 40, 0]","[1, 160, 57]","[1, 153, 85]","[1, 165, 85]","[0, 40, 113]",221
741,"[0, 40, 0]","[1, 160, 72]","[1, 153, 100]","[1, 165, 100]","[0, 40, 127]",221
742,"[1, 52, 0]","[0, 52, 56]","[1, 40, 56]","[0, 40, 113]","[0, 40, 113]",221
743,"[1, 40, 0]","[0, 40, 34]","[1, 160, 90]","[1, 153, 117]","[1, 165, 117]",221
744,"[0, 1431, 0]","[0, 1431, 0]","[0, 484, 0]","[0, 81, 0]","[0, 71, 0]",221
745,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 85]","[0, 40, 114]",221
746,"[0, 40, 0]","[1, 160, 50]","[1, 153, 79]","[1, 165, 79]","[0, 40, 104]",221
747,"[1, 40, 0]","[0, 40, 34]","[1, 160, 92]","[1, 153, 118]","[1, 165, 119]",221
748,"[0, 40, 0]","[1, 160, 30]","[1, 153, 58]","[1, 165, 59]","[0, 40, 94]",221
749,"[0, 40, 0]","[1, 160, 61]","[1, 153, 88]","[1, 165, 89]","[0, 40, 116]",221
750,"[0, 552, 0]","[0, 71, 0]","[1, 40, 0]","[1, 71, 0]","[0, 212, 11]",221
751,"[0, 40, 0]","[1, 160, 63]","[1, 153, 89]","[1, 165, 90]","[0, 40, 117]",221
752,"[1, 40, 0]","[0, 40, 24]","[1, 160, 91]","[1, 153, 119]","[1, 165, 120]",221
753,"[0, 40, 0]","[1, 160, 63]","[1, 153, 93]","[1, 165, 94]","[0, 40, 116]",221
754,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 86]","[0, 40, 114]",221
755,"[0, 40, 0]","[1, 160, 54]","[1, 153, 81]","[1, 165, 81]","[0, 40, 109]",221
756,"[0, 40, 0]","[1, 160, 57]","[1, 153, 83]","[1, 165, 84]","[0, 40, 110]",221
757,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 86]","[0, 40, 114]",221
758,"[0, 40, 0]","[1, 160, 68]","[1, 153, 95]","[1, 165, 97]","[0, 40, 123]",221
759,"[0, 561, 0]","[1, 71, 0]","[0, 40, 1]","[1, 40, 1]","[0, 212, 14]",221
760,"[0, 40, 0]","[1, 160, 74]","[1, 153, 101]","[1, 165, 101]","[0, 40, 130]",221
761,"[0, 40, 0]","[1, 160, 63]","[1, 153, 95]","[1, 165, 95]","[0, 40, 119]",221
762,"[0, 552, 0]","[1, 71, 0]","[0, 71, 0]","[0, 40, 1]","[1, 40, 1]",221
763,"[0, 212, 0]","[0, 1431, 0]","[0, 1431, 0]","[0, 505, 0]","[0, 71, 0]",221
764,"[0, 40, 0]","[1, 160, 68]","[1, 153, 99]","[1, 165, 99]","[0, 40, 121]",221
765,"[0, 40, 0]","[1, 160, 63]","[1, 153, 93]","[1, 165, 94]","[0, 40, 126]",221
766,"[0, 40, 0]","[1, 160, 61]","[1, 153, 89]","[1, 165, 89]","[0, 40, 116]",221
767,"[0, 40, 0]","[1, 160, 102]","[1, 153, 131]","[1, 165, 131]","[0, 40, 156]",221
768,"[1, 40, 0]","[0, 40, 30]","[1, 160, 108]","[1, 153, 136]","[1, 165, 137]",221
769,"[0, 40, 0]","[1, 160, 57]","[1, 153, 83]","[1, 165, 84]","[0, 40, 112]",221
770,"[0, 40, 0]","[1, 160, 77]","[1, 153, 107]","[1, 165, 109]","[0, 40, 140]",221
771,"[0, 40, 0]","[1, 160, 53]","[1, 153, 82]","[1, 165, 82]","[0, 40, 108]",221
772,"[1, 40, 0]","[0, 40, 33]","[1, 160, 96]","[1, 153, 124]","[1, 165, 125]",221
773,"[0, 40, 0]","[1, 160, 31]","[1, 153, 58]","[1, 165, 59]","[0, 40, 94]",221
774,"[0, 40, 0]","[1, 160, 26]","[1, 153, 54]","[1, 165, 54]","[0, 40, 89]",221
775,"[0, 40, 0]","[1, 160, 28]","[1, 153, 61]","[1, 165, 63]","[0, 40, 92]",221
776,"[0, 40, 0]","[1, 160, 66]","[1, 153, 91]","[1, 165, 92]","[0, 40, 120]",221
777,"[0, 212, 0]","[0, 1431, 0]","[1, 40, 0]","[0, 1500, 0]","[0, 435, 0]",221
778,"[0, 40, 0]","[1, 160, 52]","[1, 153, 78]","[1, 165, 79]","[0, 40, 107]",221
779,"[0, 40, 0]","[1, 160, 73]","[1, 153, 99]","[1, 165, 100]","[0, 40, 137]",221
780,"[1, 52, 0]","[0, 52, 55]","[1, 40, 55]","[0, 40, 111]","[0, 1500, 114]",221
781,"[0, 40, 0]","[1, 160, 62]","[1, 153, 88]","[1, 165, 89]","[0, 40, 116]",221
782,"[1, 40, 0]","[0, 40, 37]","[1, 160, 109]","[1, 153, 136]","[1, 165, 137]",221
783,"[0, 40, 0]","[1, 160, 62]","[1, 153, 91]","[1, 165, 91]","[0, 40, 116]",221
784,"[0, 40, 0]","[1, 160, 65]","[1, 153, 91]","[1, 165, 92]","[0, 40, 119]",221
785,"[0, 40, 0]","[1, 160, 65]","[1, 153, 93]","[1, 165, 94]","[0, 40, 119]",221
786,"[0, 40, 0]","[1, 160, 58]","[1, 153, 85]","[1, 165, 85]","[0, 40, 113]",221
787,"[0, 40, 0]","[1, 160, 65]","[1, 153, 92]","[1, 165, 92]","[0, 40, 118]",221
788,"[0, 212, 0]","[0, 1431, 0]","[1, 40, 0]","[0, 1431, 0]","[0, 504, 0]",221
789,"[0, 561, 0]","[1, 71, 1]","[0, 40, 1]","[1, 40, 1]","[0, 212, 8]",221
790,"[0, 40, 0]","[1, 160, 64]","[1, 153, 90]","[1, 165, 91]","[0, 40, 118]",221
791,"[0, 40, 0]","[1, 160, 63]","[1, 153, 92]","[1, 165, 93]","[0, 40, 118]",221
792,"[0, 40, 0]","[1, 160, 28]","[1, 153, 59]","[1, 165, 63]","[0, 40, 92]",221
793,"[0, 40, 0]","[1, 160, 67]","[1, 153, 93]","[1, 165, 94]","[0, 40, 122]",221
794,"[0, 40, 0]","[1, 160, 66]","[1, 153, 96]","[1, 165, 97]","[0, 40, 120]",221
795,"[0, 40, 0]","[1, 160, 68]","[1, 153, 97]","[1, 165, 98]","[0, 40, 123]",221
796,"[0, 40, 0]","[1, 160, 27]","[1, 153, 55]","[1, 165, 56]","[0, 40, 90]",221
797,"[0, 40, 0]","[1, 160, 71]","[1, 153, 97]","[1, 165, 97]","[0, 40, 125]",221
798,"[0, 40, 0]","[1, 160, 71]","[1, 153, 98]","[1, 165, 98]","[0, 40, 125]",221
799,"[1, 40, 0]","[0, 40, 41]","[1, 160, 135]","[1, 153, 163]","[1, 165, 165]",221
800,"[1, 60, 0]","[0, 60, 127]","[1, 52, 127]","[1, 725, 127]","[0, 52, 190]",310
801,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 56]","[0, 52, 111]",310
802,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 654, 64]","[0, 52, 127]",310
803,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 725, 73]","[0, 52, 145]",310
804,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 725, 60]","[0, 52, 115]",310
805,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 65]","[0, 52, 129]",310
806,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 725, 64]","[0, 52, 127]",310
807,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 65]","[0, 52, 128]",310
808,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 57]","[0, 52, 111]",310
809,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 654, 64]","[0, 52, 128]",310
810,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 654, 65]","[0, 52, 129]",310
811,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 55]","[0, 52, 110]",310
812,"[1, 60, 0]","[0, 60, 75]","[1, 52, 75]","[1, 654, 76]","[0, 52, 150]",310
813,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 654, 72]","[0, 52, 142]",310
814,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 654, 63]","[0, 52, 126]",310
815,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
816,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 654, 72]","[0, 52, 143]",310
817,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 654, 66]","[0, 52, 130]",310
818,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 654, 66]","[0, 52, 131]",310
819,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 57]","[0, 52, 112]",310
820,"[1, 60, 0]","[0, 60, 71]","[1, 52, 72]","[1, 725, 73]","[0, 52, 142]",310
821,"[1, 60, 0]","[0, 60, 39]","[1, 52, 39]","[1, 740, 39]","[0, 52, 78]",310
822,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
823,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
824,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
825,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
826,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
827,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
828,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 669, 56]","[0, 52, 110]",310
829,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
830,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
831,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
832,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
833,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
834,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
835,"[1, 60, 0]","[0, 60, 40]","[1, 52, 40]","[1, 669, 41]","[0, 52, 81]",310
836,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
837,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 669, 38]","[0, 52, 76]",310
838,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
839,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 83]",310
840,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
841,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
842,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
843,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
844,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 669, 38]","[0, 52, 76]",310
845,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
846,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
847,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
848,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 669, 38]","[0, 52, 76]",310
849,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
850,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 669, 56]","[0, 52, 100]",310
851,"[1, 60, 0]","[0, 60, 39]","[1, 52, 39]","[1, 669, 39]","[0, 52, 77]",310
852,"[1, 60, 0]","[0, 60, 39]","[1, 52, 39]","[1, 669, 39]","[0, 52, 77]",310
853,"[1, 60, 0]","[0, 60, 39]","[1, 52, 39]","[1, 669, 40]","[0, 52, 79]",310
854,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
855,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
856,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
857,"[1, 60, 0]","[0, 60, 44]","[1, 52, 44]","[1, 669, 44]","[0, 52, 86]",310
858,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
859,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 669, 38]","[0, 52, 76]",310
860,"[1, 60, 0]","[0, 60, 42]","[1, 52, 42]","[1, 669, 43]","[0, 52, 81]",310
861,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
862,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
863,"[1, 60, 0]","[0, 60, 37]","[1, 52, 37]","[1, 669, 38]","[0, 52, 76]",310
864,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
865,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
866,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
867,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 77]",310
868,"[1, 60, 0]","[0, 60, 48]","[1, 52, 48]","[1, 669, 49]","[0, 52, 93]",310
869,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
870,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 38]","[0, 52, 76]",310
871,"[1, 60, 0]","[0, 60, 38]","[1, 52, 38]","[1, 669, 39]","[0, 52, 76]",310
