,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
1933,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 48]","[1, 1085, 148]","[0, 52, 177]","[0, 52, 177]","[0, 1427, 177]","[1, 52, 177]","[1, 116, 179]","[1, 144, 179]","[1, 331, 179]","[1, 175, 188]","[1, 1181, 188]","[0, 64, 193]","[0, 59, 195]","[1, 64, 195]","[0, 52, 223]","[0, 564, 223]","[1, 52, 224]",1
1934,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1962, 46]","[0, 52, 92]","[0, 52, 92]","[0, 3882, 99]","[1, 52, 99]","[1, 116, 104]","[1, 144, 104]","[1, 331, 104]","[1, 1304, 104]","[0, 564, 149]","[0, 83, 149]","[0, 52, 149]","[1, 83, 149]","[0, 234, 152]","[0, 328, 152]","[0, 83, 152]","[1, 52, 152]",1
1935,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 46]","[0, 52, 91]","[0, 52, 91]","[0, 1427, 97]","[1, 52, 97]","[1, 116, 98]","[1, 144, 99]","[1, 331, 99]","[1, 1304, 99]","[0, 564, 143]","[0, 52, 143]","[0, 83, 143]","[1, 83, 143]","[0, 234, 145]","[0, 328, 145]","[0, 83, 145]","[1, 52, 145]",1
1936,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 47]","[0, 52, 93]","[0, 52, 93]","[0, 1427, 98]","[1, 52, 98]","[1, 116, 99]","[1, 144, 99]","[1, 331, 99]","[1, 1304, 99]","[0, 564, 143]","[0, 52, 143]","[0, 83, 143]","[1, 83, 144]","[0, 234, 146]","[0, 328, 146]","[0, 83, 146]","[1, 52, 146]",1
1937,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 48]","[0, 52, 93]","[0, 52, 93]","[0, 1427, 98]","[1, 52, 98]","[1, 116, 99]","[1, 144, 100]","[1, 331, 100]","[1, 1304, 100]","[0, 564, 144]","[1, 83, 144]","[0, 52, 145]","[0, 83, 145]","[0, 234, 146]","[1, 52, 146]","[0, 328, 146]","[0, 83, 146]",1
1938,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1962, 47]","[1, 594, 147]","[0, 52, 206]","[0, 52, 206]","[0, 3882, 206]","[1, 52, 206]","[0, 1146, 207]","[1, 64, 207]","[1, 116, 230]","[1, 144, 231]","[1, 380, 232]","[0, 64, 251]","[0, 52, 274]","[0, 564, 274]","[1, 83, 275]","[0, 83, 276]","[0, 224, 286]",1
1939,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 95]","[1, 52, 95]","[1, 116, 96]","[1, 144, 97]","[1, 331, 97]","[1, 1304, 97]","[0, 52, 141]","[0, 573, 141]","[1, 83, 142]","[0, 234, 143]","[0, 327, 143]","[0, 83, 143]","[1, 52, 144]","[0, 223, 151]",1
1940,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1962, 47]","[0, 52, 92]","[0, 52, 92]","[0, 3883, 100]","[1, 52, 100]","[1, 116, 105]","[1, 144, 106]","[1, 331, 106]","[1, 1304, 106]","[0, 564, 150]","[1, 83, 150]","[0, 83, 150]","[0, 234, 153]","[0, 328, 153]","[0, 83, 153]","[1, 52, 153]","[0, 223, 156]",1
1941,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 47]","[0, 52, 93]","[0, 52, 93]","[0, 1427, 97]","[1, 52, 97]","[1, 116, 98]","[1, 144, 98]","[1, 331, 98]","[1, 1304, 98]","[0, 564, 142]","[0, 83, 142]","[0, 52, 142]","[1, 83, 143]","[0, 234, 146]","[0, 328, 146]","[0, 83, 146]","[1, 52, 146]",1
1942,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 47]","[0, 52, 93]","[0, 52, 93]","[0, 1427, 98]","[1, 52, 98]","[1, 116, 99]","[1, 144, 100]","[1, 331, 100]","[1, 1304, 100]","[0, 564, 144]","[0, 52, 144]","[0, 83, 144]","[0, 234, 147]","[0, 328, 147]","[0, 83, 147]","[1, 83, 148]","[0, 223, 158]",1
