,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
574,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1851, 46]","[0, 52, 92]","[0, 52, 92]","[0, 3884, 99]","[1, 52, 99]","[1, 116, 175]","[1, 144, 176]","[1, 516, 176]","[0, 564, 219]","[1, 52, 220]","[0, 83, 220]","[1, 52, 220]","[1, 83, 220]","[0, 224, 232]","[0, 1443, 232]","[0, 1047, 232]","[0, 83, 232]",10
575,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1787, 46]","[0, 52, 92]","[0, 3883, 97]","[1, 52, 97]","[1, 116, 174]","[1, 144, 175]","[1, 516, 175]","[0, 564, 218]","[1, 52, 218]","[0, 83, 218]","[1, 52, 218]","[1, 83, 218]","[0, 224, 231]","[0, 1443, 231]","[0, 1109, 231]","[1, 52, 231]","[0, 52, 303]",10
576,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1883, 46]","[0, 52, 91]","[0, 52, 91]","[0, 3883, 93]","[1, 52, 93]","[1, 116, 170]","[1, 144, 171]","[1, 516, 172]","[0, 564, 215]","[1, 52, 215]","[0, 83, 215]","[1, 52, 215]","[1, 83, 215]","[0, 224, 226]","[0, 1443, 226]","[1, 52, 226]","[0, 1110, 226]",10
577,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1851, 45]","[0, 52, 91]","[0, 52, 91]","[0, 3884, 95]","[1, 52, 96]","[1, 116, 185]","[1, 144, 185]","[1, 516, 185]","[0, 564, 229]","[0, 83, 229]","[1, 52, 229]","[1, 52, 229]","[1, 83, 230]","[0, 224, 244]","[0, 1443, 244]","[0, 1109, 244]","[1, 52, 244]",10
578,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1819, 46]","[0, 52, 92]","[0, 52, 92]","[0, 3883, 96]","[1, 52, 96]","[1, 116, 173]","[1, 144, 174]","[1, 516, 174]","[0, 564, 218]","[0, 83, 218]","[1, 52, 218]","[1, 52, 218]","[1, 83, 219]","[0, 224, 226]","[0, 98, 226]","[0, 1443, 226]","[0, 1100, 226]",10
579,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1787, 47]","[0, 52, 91]","[0, 52, 91]","[0, 3883, 97]","[1, 52, 97]","[1, 116, 173]","[1, 144, 173]","[1, 516, 174]","[0, 564, 217]","[1, 52, 217]","[0, 83, 217]","[1, 52, 217]","[1, 83, 217]","[0, 224, 230]","[0, 1443, 230]","[0, 1109, 230]","[1, 52, 230]",10
580,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1819, 45]","[0, 52, 91]","[0, 3883, 97]","[1, 52, 97]","[1, 116, 173]","[1, 144, 173]","[1, 516, 173]","[0, 564, 217]","[0, 83, 217]","[1, 52, 217]","[1, 52, 218]","[1, 83, 218]","[0, 224, 226]","[0, 1443, 226]","[0, 1110, 226]","[1, 52, 226]","[0, 52, 303]",10
581,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1787, 46]","[0, 52, 91]","[0, 52, 91]","[0, 3882, 96]","[1, 52, 96]","[1, 116, 176]","[1, 144, 177]","[1, 516, 177]","[0, 564, 221]","[0, 83, 221]","[1, 52, 221]","[1, 52, 221]","[1, 83, 221]","[0, 224, 229]","[0, 1443, 229]","[0, 1110, 229]","[1, 52, 229]",10
582,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1819, 46]","[0, 52, 91]","[0, 52, 91]","[0, 3883, 96]","[1, 52, 96]","[1, 116, 184]","[1, 144, 185]","[1, 516, 185]","[0, 564, 228]","[0, 83, 228]","[1, 52, 228]","[1, 52, 228]","[1, 83, 229]","[0, 224, 242]","[0, 1443, 242]","[0, 1037, 242]","[0, 124, 242]",10
583,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1819, 46]","[0, 52, 92]","[0, 52, 92]","[0, 3884, 96]","[1, 52, 97]","[1, 116, 196]","[1, 144, 197]","[1, 516, 197]","[0, 564, 241]","[0, 83, 241]","[1, 52, 241]","[1, 52, 241]","[1, 83, 241]","[0, 224, 249]","[0, 1443, 249]","[0, 1038, 249]","[0, 93, 249]",10
584,"[1, 60, 0]","[0, 60, 44]","[1, 52, 44]","[1, 1787, 45]","[0, 52, 91]","[0, 52, 91]","[0, 3883, 97]","[1, 52, 97]","[1, 116, 182]","[1, 144, 183]","[1, 516, 183]","[0, 564, 226]","[0, 83, 226]","[1, 52, 226]","[1, 52, 226]","[1, 83, 227]","[0, 224, 242]","[0, 1443, 242]","[0, 1037, 242]","[0, 93, 242]",10
